Students (? Values),Year: As at 1 July,Student: Year level,Student: Year level group,School: ID,Student: Ethnic Group,Student_age,School: Name,School: Sector,School: Type,School: Authority,School: Gender,School: Affiliation Type,School: Affiliation,School: Māori Medium Peak Body Affiliation,Region: Education Region,Region: Regional Council,Region: Territorial Authority,Region: MOE Local office,Te Mahau Rohe,Takiwa,EQI Band,EQI Group
1,2025,Year 4,Primary (Year 1-8),3830,European\Pākehā,,St Mary's School (Dunedin),Primary,Contributing,State: Integrated,Co-Ed,Religious Affiliation,Roman Catholic,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
8,2025,Year 5,Primary (Year 1-8),3830,Asian,,St Mary's School (Dunedin),Primary,Contributing,State: Integrated,Co-Ed,Religious Affiliation,Roman Catholic,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
1,2025,Year 5,Primary (Year 1-8),3830,MELAA,,St Mary's School (Dunedin),Primary,Contributing,State: Integrated,Co-Ed,Religious Affiliation,Roman Catholic,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
2,2025,Year 5,Primary (Year 1-8),3830,European\Pākehā,,St Mary's School (Dunedin),Primary,Contributing,State: Integrated,Co-Ed,Religious Affiliation,Roman Catholic,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
2,2025,Year 6,Primary (Year 1-8),3830,Māori,,St Mary's School (Dunedin),Primary,Contributing,State: Integrated,Co-Ed,Religious Affiliation,Roman Catholic,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
4,2025,Year 6,Primary (Year 1-8),3830,Asian,,St Mary's School (Dunedin),Primary,Contributing,State: Integrated,Co-Ed,Religious Affiliation,Roman Catholic,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
1,2025,Year 6,Primary (Year 1-8),3830,Other,,St Mary's School (Dunedin),Primary,Contributing,State: Integrated,Co-Ed,Religious Affiliation,Roman Catholic,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
2,2025,Year 6,Primary (Year 1-8),3830,European\Pākehā,,St Mary's School (Dunedin),Primary,Contributing,State: Integrated,Co-Ed,Religious Affiliation,Roman Catholic,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
3,2025,Year 7,Primary (Year 1-8),3830,Asian,,St Mary's School (Dunedin),Primary,Contributing,State: Integrated,Co-Ed,Religious Affiliation,Roman Catholic,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
58,2025,Total,Total,3830,Total,,St Mary's School (Dunedin),Primary,Contributing,State: Integrated,Co-Ed,Religious Affiliation,Roman Catholic,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
6,2025,Year 1,Primary (Year 1-8),3831,Māori,,St Mary's School (Milton),Primary,Contributing,State: Integrated,Co-Ed,Religious Affiliation,Roman Catholic,Not Applicable,"Otago, Southland",Otago Region,Clutha District,Dunedin,200002,Te Tai Runga,Average,Moderate
2,2025,Year 1,Primary (Year 1-8),3831,Asian,,St Mary's School (Milton),Primary,Contributing,State: Integrated,Co-Ed,Religious Affiliation,Roman Catholic,Not Applicable,"Otago, Southland",Otago Region,Clutha District,Dunedin,200002,Te Tai Runga,Average,Moderate
8,2025,Year 1,Primary (Year 1-8),3831,European\Pākehā,,St Mary's School (Milton),Primary,Contributing,State: Integrated,Co-Ed,Religious Affiliation,Roman Catholic,Not Applicable,"Otago, Southland",Otago Region,Clutha District,Dunedin,200002,Te Tai Runga,Average,Moderate
1,2025,Year 2,Primary (Year 1-8),3831,Māori,,St Mary's School (Milton),Primary,Contributing,State: Integrated,Co-Ed,Religious Affiliation,Roman Catholic,Not Applicable,"Otago, Southland",Otago Region,Clutha District,Dunedin,200002,Te Tai Runga,Average,Moderate
2,2025,Year 2,Primary (Year 1-8),3831,Pacific,,St Mary's School (Milton),Primary,Contributing,State: Integrated,Co-Ed,Religious Affiliation,Roman Catholic,Not Applicable,"Otago, Southland",Otago Region,Clutha District,Dunedin,200002,Te Tai Runga,Average,Moderate
1,2025,Year 2,Primary (Year 1-8),3831,Asian,,St Mary's School (Milton),Primary,Contributing,State: Integrated,Co-Ed,Religious Affiliation,Roman Catholic,Not Applicable,"Otago, Southland",Otago Region,Clutha District,Dunedin,200002,Te Tai Runga,Average,Moderate
5,2025,Year 2,Primary (Year 1-8),3831,European\Pākehā,,St Mary's School (Milton),Primary,Contributing,State: Integrated,Co-Ed,Religious Affiliation,Roman Catholic,Not Applicable,"Otago, Southland",Otago Region,Clutha District,Dunedin,200002,Te Tai Runga,Average,Moderate
4,2025,Year 3,Primary (Year 1-8),3831,Māori,,St Mary's School (Milton),Primary,Contributing,State: Integrated,Co-Ed,Religious Affiliation,Roman Catholic,Not Applicable,"Otago, Southland",Otago Region,Clutha District,Dunedin,200002,Te Tai Runga,Average,Moderate
2,2025,Year 3,Primary (Year 1-8),3831,Asian,,St Mary's School (Milton),Primary,Contributing,State: Integrated,Co-Ed,Religious Affiliation,Roman Catholic,Not Applicable,"Otago, Southland",Otago Region,Clutha District,Dunedin,200002,Te Tai Runga,Average,Moderate
10,2025,Year 3,Primary (Year 1-8),3831,European\Pākehā,,St Mary's School (Milton),Primary,Contributing,State: Integrated,Co-Ed,Religious Affiliation,Roman Catholic,Not Applicable,"Otago, Southland",Otago Region,Clutha District,Dunedin,200002,Te Tai Runga,Average,Moderate
2,2025,Year 4,Primary (Year 1-8),3831,Māori,,St Mary's School (Milton),Primary,Contributing,State: Integrated,Co-Ed,Religious Affiliation,Roman Catholic,Not Applicable,"Otago, Southland",Otago Region,Clutha District,Dunedin,200002,Te Tai Runga,Average,Moderate
1,2025,Year 4,Primary (Year 1-8),3831,MELAA,,St Mary's School (Milton),Primary,Contributing,State: Integrated,Co-Ed,Religious Affiliation,Roman Catholic,Not Applicable,"Otago, Southland",Otago Region,Clutha District,Dunedin,200002,Te Tai Runga,Average,Moderate
6,2025,Year 4,Primary (Year 1-8),3831,European\Pākehā,,St Mary's School (Milton),Primary,Contributing,State: Integrated,Co-Ed,Religious Affiliation,Roman Catholic,Not Applicable,"Otago, Southland",Otago Region,Clutha District,Dunedin,200002,Te Tai Runga,Average,Moderate
2,2025,Year 5,Primary (Year 1-8),3831,Māori,,St Mary's School (Milton),Primary,Contributing,State: Integrated,Co-Ed,Religious Affiliation,Roman Catholic,Not Applicable,"Otago, Southland",Otago Region,Clutha District,Dunedin,200002,Te Tai Runga,Average,Moderate
1,2025,Year 5,Primary (Year 1-8),3831,Asian,,St Mary's School (Milton),Primary,Contributing,State: Integrated,Co-Ed,Religious Affiliation,Roman Catholic,Not Applicable,"Otago, Southland",Otago Region,Clutha District,Dunedin,200002,Te Tai Runga,Average,Moderate
4,2025,Year 5,Primary (Year 1-8),3831,European\Pākehā,,St Mary's School (Milton),Primary,Contributing,State: Integrated,Co-Ed,Religious Affiliation,Roman Catholic,Not Applicable,"Otago, Southland",Otago Region,Clutha District,Dunedin,200002,Te Tai Runga,Average,Moderate
1,2025,Year 6,Primary (Year 1-8),3831,Māori,,St Mary's School (Milton),Primary,Contributing,State: Integrated,Co-Ed,Religious Affiliation,Roman Catholic,Not Applicable,"Otago, Southland",Otago Region,Clutha District,Dunedin,200002,Te Tai Runga,Average,Moderate
1,2025,Year 6,Primary (Year 1-8),3831,MELAA,,St Mary's School (Milton),Primary,Contributing,State: Integrated,Co-Ed,Religious Affiliation,Roman Catholic,Not Applicable,"Otago, Southland",Otago Region,Clutha District,Dunedin,200002,Te Tai Runga,Average,Moderate
9,2025,Year 6,Primary (Year 1-8),3831,European\Pākehā,,St Mary's School (Milton),Primary,Contributing,State: Integrated,Co-Ed,Religious Affiliation,Roman Catholic,Not Applicable,"Otago, Southland",Otago Region,Clutha District,Dunedin,200002,Te Tai Runga,Average,Moderate
1,2025,Year 7,Primary (Year 1-8),3831,Māori,,St Mary's School (Milton),Primary,Contributing,State: Integrated,Co-Ed,Religious Affiliation,Roman Catholic,Not Applicable,"Otago, Southland",Otago Region,Clutha District,Dunedin,200002,Te Tai Runga,Average,Moderate
64,2025,Total,Total,3831,Total,,St Mary's School (Milton),Primary,Contributing,State: Integrated,Co-Ed,Religious Affiliation,Roman Catholic,Not Applicable,"Otago, Southland",Otago Region,Clutha District,Dunedin,200002,Te Tai Runga,Average,Moderate
1,2025,Year 1,Primary (Year 1-8),3832,Māori,,St Mary's School (Mosgiel),Primary,Full Primary,State: Integrated,Co-Ed,Religious Affiliation,Roman Catholic,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
12,2025,Year 1,Primary (Year 1-8),3832,Asian,,St Mary's School (Mosgiel),Primary,Full Primary,State: Integrated,Co-Ed,Religious Affiliation,Roman Catholic,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
12,2025,Year 1,Primary (Year 1-8),3832,European\Pākehā,,St Mary's School (Mosgiel),Primary,Full Primary,State: Integrated,Co-Ed,Religious Affiliation,Roman Catholic,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
1,2025,Year 2,Primary (Year 1-8),3832,Māori,,St Mary's School (Mosgiel),Primary,Full Primary,State: Integrated,Co-Ed,Religious Affiliation,Roman Catholic,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
1,2025,Year 2,Primary (Year 1-8),3832,Pacific,,St Mary's School (Mosgiel),Primary,Full Primary,State: Integrated,Co-Ed,Religious Affiliation,Roman Catholic,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
3,2025,Year 2,Primary (Year 1-8),3832,Asian,,St Mary's School (Mosgiel),Primary,Full Primary,State: Integrated,Co-Ed,Religious Affiliation,Roman Catholic,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
13,2025,Year 2,Primary (Year 1-8),3832,European\Pākehā,,St Mary's School (Mosgiel),Primary,Full Primary,State: Integrated,Co-Ed,Religious Affiliation,Roman Catholic,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
5,2025,Year 3,Primary (Year 1-8),3832,Asian,,St Mary's School (Mosgiel),Primary,Full Primary,State: Integrated,Co-Ed,Religious Affiliation,Roman Catholic,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
14,2025,Year 3,Primary (Year 1-8),3832,European\Pākehā,,St Mary's School (Mosgiel),Primary,Full Primary,State: Integrated,Co-Ed,Religious Affiliation,Roman Catholic,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
6,2025,Year 4,Primary (Year 1-8),3832,Asian,,St Mary's School (Mosgiel),Primary,Full Primary,State: Integrated,Co-Ed,Religious Affiliation,Roman Catholic,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
1,2025,Year 4,Primary (Year 1-8),3832,MELAA,,St Mary's School (Mosgiel),Primary,Full Primary,State: Integrated,Co-Ed,Religious Affiliation,Roman Catholic,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
14,2025,Year 4,Primary (Year 1-8),3832,European\Pākehā,,St Mary's School (Mosgiel),Primary,Full Primary,State: Integrated,Co-Ed,Religious Affiliation,Roman Catholic,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
1,2025,Year 5,Primary (Year 1-8),3832,Māori,,St Mary's School (Mosgiel),Primary,Full Primary,State: Integrated,Co-Ed,Religious Affiliation,Roman Catholic,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
1,2025,Year 5,Primary (Year 1-8),3832,Pacific,,St Mary's School (Mosgiel),Primary,Full Primary,State: Integrated,Co-Ed,Religious Affiliation,Roman Catholic,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
4,2025,Year 5,Primary (Year 1-8),3832,Asian,,St Mary's School (Mosgiel),Primary,Full Primary,State: Integrated,Co-Ed,Religious Affiliation,Roman Catholic,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
11,2025,Year 5,Primary (Year 1-8),3832,European\Pākehā,,St Mary's School (Mosgiel),Primary,Full Primary,State: Integrated,Co-Ed,Religious Affiliation,Roman Catholic,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
1,2025,Year 6,Primary (Year 1-8),3832,Māori,,St Mary's School (Mosgiel),Primary,Full Primary,State: Integrated,Co-Ed,Religious Affiliation,Roman Catholic,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
4,2025,Year 6,Primary (Year 1-8),3832,Asian,,St Mary's School (Mosgiel),Primary,Full Primary,State: Integrated,Co-Ed,Religious Affiliation,Roman Catholic,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
1,2025,Year 6,Primary (Year 1-8),3832,MELAA,,St Mary's School (Mosgiel),Primary,Full Primary,State: Integrated,Co-Ed,Religious Affiliation,Roman Catholic,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
12,2025,Year 6,Primary (Year 1-8),3832,European\Pākehā,,St Mary's School (Mosgiel),Primary,Full Primary,State: Integrated,Co-Ed,Religious Affiliation,Roman Catholic,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
1,2025,Year 7,Primary (Year 1-8),3832,Māori,,St Mary's School (Mosgiel),Primary,Full Primary,State: Integrated,Co-Ed,Religious Affiliation,Roman Catholic,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
2,2025,Year 7,Primary (Year 1-8),3832,Asian,,St Mary's School (Mosgiel),Primary,Full Primary,State: Integrated,Co-Ed,Religious Affiliation,Roman Catholic,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
12,2025,Year 7,Primary (Year 1-8),3832,European\Pākehā,,St Mary's School (Mosgiel),Primary,Full Primary,State: Integrated,Co-Ed,Religious Affiliation,Roman Catholic,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
2,2025,Year 8,Primary (Year 1-8),3832,Māori,,St Mary's School (Mosgiel),Primary,Full Primary,State: Integrated,Co-Ed,Religious Affiliation,Roman Catholic,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
8,2025,Year 8,Primary (Year 1-8),3832,Asian,,St Mary's School (Mosgiel),Primary,Full Primary,State: Integrated,Co-Ed,Religious Affiliation,Roman Catholic,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
10,2025,Year 8,Primary (Year 1-8),3832,European\Pākehā,,St Mary's School (Mosgiel),Primary,Full Primary,State: Integrated,Co-Ed,Religious Affiliation,Roman Catholic,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
142,2025,Total,Total,3832,Total,,St Mary's School (Mosgiel),Primary,Full Primary,State: Integrated,Co-Ed,Religious Affiliation,Roman Catholic,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
1,2025,Year 1,Primary (Year 1-8),3834,Māori,,St Peter Chanel School (Green Island),Primary,Full Primary,State: Integrated,Co-Ed,Religious Affiliation,Roman Catholic,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
1,2025,Year 1,Primary (Year 1-8),3834,Pacific,,St Peter Chanel School (Green Island),Primary,Full Primary,State: Integrated,Co-Ed,Religious Affiliation,Roman Catholic,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
3,2025,Year 1,Primary (Year 1-8),3834,Asian,,St Peter Chanel School (Green Island),Primary,Full Primary,State: Integrated,Co-Ed,Religious Affiliation,Roman Catholic,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
1,2025,Year 1,Primary (Year 1-8),3834,MELAA,,St Peter Chanel School (Green Island),Primary,Full Primary,State: Integrated,Co-Ed,Religious Affiliation,Roman Catholic,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
2,2025,Year 1,Primary (Year 1-8),3834,European\Pākehā,,St Peter Chanel School (Green Island),Primary,Full Primary,State: Integrated,Co-Ed,Religious Affiliation,Roman Catholic,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
1,2025,Year 2,Primary (Year 1-8),3834,Māori,,St Peter Chanel School (Green Island),Primary,Full Primary,State: Integrated,Co-Ed,Religious Affiliation,Roman Catholic,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
2,2025,Year 2,Primary (Year 1-8),3834,Asian,,St Peter Chanel School (Green Island),Primary,Full Primary,State: Integrated,Co-Ed,Religious Affiliation,Roman Catholic,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
1,2025,Year 2,Primary (Year 1-8),3834,MELAA,,St Peter Chanel School (Green Island),Primary,Full Primary,State: Integrated,Co-Ed,Religious Affiliation,Roman Catholic,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
4,2025,Year 2,Primary (Year 1-8),3834,European\Pākehā,,St Peter Chanel School (Green Island),Primary,Full Primary,State: Integrated,Co-Ed,Religious Affiliation,Roman Catholic,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
3,2025,Year 3,Primary (Year 1-8),3834,Māori,,St Peter Chanel School (Green Island),Primary,Full Primary,State: Integrated,Co-Ed,Religious Affiliation,Roman Catholic,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
1,2025,Year 3,Primary (Year 1-8),3834,Pacific,,St Peter Chanel School (Green Island),Primary,Full Primary,State: Integrated,Co-Ed,Religious Affiliation,Roman Catholic,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
1,2025,Year 3,Primary (Year 1-8),3834,Asian,,St Peter Chanel School (Green Island),Primary,Full Primary,State: Integrated,Co-Ed,Religious Affiliation,Roman Catholic,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
8,2025,Year 3,Primary (Year 1-8),3834,European\Pākehā,,St Peter Chanel School (Green Island),Primary,Full Primary,State: Integrated,Co-Ed,Religious Affiliation,Roman Catholic,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
2,2025,Year 4,Primary (Year 1-8),3834,MELAA,,St Peter Chanel School (Green Island),Primary,Full Primary,State: Integrated,Co-Ed,Religious Affiliation,Roman Catholic,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
3,2025,Year 4,Primary (Year 1-8),3834,European\Pākehā,,St Peter Chanel School (Green Island),Primary,Full Primary,State: Integrated,Co-Ed,Religious Affiliation,Roman Catholic,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
4,2025,Year 5,Primary (Year 1-8),3834,Pacific,,St Peter Chanel School (Green Island),Primary,Full Primary,State: Integrated,Co-Ed,Religious Affiliation,Roman Catholic,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
3,2025,Year 5,Primary (Year 1-8),3834,Asian,,St Peter Chanel School (Green Island),Primary,Full Primary,State: Integrated,Co-Ed,Religious Affiliation,Roman Catholic,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
7,2025,Year 5,Primary (Year 1-8),3834,European\Pākehā,,St Peter Chanel School (Green Island),Primary,Full Primary,State: Integrated,Co-Ed,Religious Affiliation,Roman Catholic,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
1,2025,Year 6,Primary (Year 1-8),3834,Māori,,St Peter Chanel School (Green Island),Primary,Full Primary,State: Integrated,Co-Ed,Religious Affiliation,Roman Catholic,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
1,2025,Year 6,Primary (Year 1-8),3834,MELAA,,St Peter Chanel School (Green Island),Primary,Full Primary,State: Integrated,Co-Ed,Religious Affiliation,Roman Catholic,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
10,2025,Year 6,Primary (Year 1-8),3834,European\Pākehā,,St Peter Chanel School (Green Island),Primary,Full Primary,State: Integrated,Co-Ed,Religious Affiliation,Roman Catholic,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
1,2025,Year 7,Primary (Year 1-8),3834,Māori,,St Peter Chanel School (Green Island),Primary,Full Primary,State: Integrated,Co-Ed,Religious Affiliation,Roman Catholic,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
1,2025,Year 7,Primary (Year 1-8),3834,Asian,,St Peter Chanel School (Green Island),Primary,Full Primary,State: Integrated,Co-Ed,Religious Affiliation,Roman Catholic,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
2,2025,Year 7,Primary (Year 1-8),3834,European\Pākehā,,St Peter Chanel School (Green Island),Primary,Full Primary,State: Integrated,Co-Ed,Religious Affiliation,Roman Catholic,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
51,2025,Total,Total,3834,Total,,St Peter Chanel School (Green Island),Primary,Full Primary,State: Integrated,Co-Ed,Religious Affiliation,Roman Catholic,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
14,2025,Year 1,Primary (Year 1-8),3835,Māori,,St Clair School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
5,2025,Year 1,Primary (Year 1-8),3835,Pacific,,St Clair School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
7,2025,Year 1,Primary (Year 1-8),3835,Asian,,St Clair School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
2,2025,Year 1,Primary (Year 1-8),3835,MELAA,,St Clair School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
44,2025,Year 1,Primary (Year 1-8),3835,European\Pākehā,,St Clair School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
14,2025,Year 2,Primary (Year 1-8),3835,Māori,,St Clair School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
5,2025,Year 2,Primary (Year 1-8),3835,Pacific,,St Clair School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
10,2025,Year 2,Primary (Year 1-8),3835,Asian,,St Clair School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
3,2025,Year 2,Primary (Year 1-8),3835,MELAA,,St Clair School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
2,2025,Year 2,Primary (Year 1-8),3835,Other,,St Clair School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
50,2025,Year 2,Primary (Year 1-8),3835,European\Pākehā,,St Clair School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
11,2025,Year 3,Primary (Year 1-8),3835,Māori,,St Clair School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
5,2025,Year 3,Primary (Year 1-8),3835,Pacific,,St Clair School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
10,2025,Year 3,Primary (Year 1-8),3835,Asian,,St Clair School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
4,2025,Year 3,Primary (Year 1-8),3835,MELAA,,St Clair School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
1,2025,Year 3,Primary (Year 1-8),3835,Other,,St Clair School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
49,2025,Year 3,Primary (Year 1-8),3835,European\Pākehā,,St Clair School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
